"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","R660-A-% rCV","R660-H-% rCV","R780-A-% rCV","R780-H-% rCV","B530-A-% rCV","B530-H-% rCV","B695-A-% rCV","B695-H-% rCV","V450-A-% rCV","V450-H-% rCV","V530-A-% rCV","V530-H-% rCV","V710-A-% rCV","V710-H-% rCV","Y590-A-% rCV","Y590-H-% rCV","Y610-A-% rCV","Y610-H-% rCV","Y670-A-% rCV","Y670-H-% rCV","Y780-A-% rCV","Y780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"21-DEC-2022",2022-12-21 10:00:11,"2022-12-21","10H 0M 11S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,19.41,5.57,16.52,25.42,4.26,26.15,44.3,38.09,39.2,36.33,49.09,41.64,51.25,46.99,42.45,44.3,40.32,41.05,30.28,29.35,50.87,45.1,48.3,45.11,48.82,36.22,41.85,37.68,48134.697265625,88058.72265625,35626,148320.328125,77756.2109375,122412,20237.265625,18340.5,18565.5908203125,16936,16842.2099609375,14220.5,16498.2451171875,13848.5,16940.388671875,16079.5,16817.4296875,15284,19494.9892578125,17227,21425.599609375,19666,22225.349609375,20478,23348.1494140625,20722,24409.349609375,22626.5,NA,NA,NA,NA,NA,NA,NA,NA
"20-DEC-2022",2022-12-20 14:11:18,"2022-12-20","14H 11M 18S","Unknown","2.16.0","Unknown","Unknown",280,280,280,330,330,330,536,NA,445,NA,590,NA,656,NA,577,NA,468,NA,535,NA,384,NA,450,NA,434,NA,501,NA,74.15,24.56,59.77,31.95,18.32,48.97,27.01,NA,65.61,NA,46.17,NA,63.93,NA,111.53,NA,68.82,NA,65.57,NA,11.93,NA,17.7,NA,32.89,NA,65.21,NA,174743.7109375,118667.21484375,76376.5,215671.5,76420.52734375,192821.5,16943.9399414062,NA,11220.689453125,NA,14147.1005859375,NA,13376.7001953125,NA,103295.659179688,NA,44989.33984375,NA,25501.7294921875,NA,20864.9189453125,NA,22330.869140625,NA,22453.8291015625,NA,16705.1596679688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-DEC-2022",2022-12-20 10:21:49,"2022-12-20","10H 21M 49S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,6.19,NA,NA,8.18,NA,NA,5.15,NA,7.72,NA,5.66,NA,6.68,NA,15.1,NA,14.68,NA,10.33,NA,6.23,NA,6.01,NA,6.16,NA,8.97,NA,41652.859375,NA,NA,106363.140625,NA,NA,9706.8203125,NA,8541.5205078125,NA,11806.41015625,NA,10546.1396484375,NA,8354.8203125,NA,8085.5400390625,NA,10294.859375,NA,10928.1201171875,NA,10701.8203125,NA,10491.0205078125,NA,10355.8603515625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19-DEC-2022",2022-12-19 11:43:39,"2022-12-19","11H 43M 39S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5.48,NA,NA,10.02,NA,NA,4.82,NA,8.24,NA,6.43,NA,8.68,NA,12.17,NA,12.08,NA,9.72,NA,6.64,NA,6.54,NA,6.39,NA,9.17,NA,53666.05859375,NA,NA,145429.515625,NA,NA,11480.1401367188,NA,9585.13037109375,NA,16787.9248046875,NA,14896.9501953125,NA,13169.2197265625,NA,12657.1796875,NA,13940.849609375,NA,15508.3701171875,NA,15266.259765625,NA,13643.7202148438,NA,12995.5102539062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-DEC-2022",2022-12-16 09:47:23,"2022-12-16","9H 47M 23S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,6.31,NA,NA,13.39,NA,NA,6.71,NA,11.01,NA,7.77,NA,10.16,NA,13.53,NA,12.49,NA,11.67,NA,8.21,NA,8.51,NA,9.18,NA,14.9,NA,52665.66796875,NA,NA,134030.375,NA,NA,11538.6201171875,NA,8534.640625,NA,15603.75,NA,12948.1201171875,NA,13508.8798828125,NA,12874.439453125,NA,13694.51953125,NA,14603.48046875,NA,14370.98046875,NA,12793.7001953125,NA,10502.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14-DEC-2022",2022-12-14 11:44:23,"2022-12-14","11H 44M 23S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5.67,NA,NA,8.28,NA,NA,7.27,NA,10.57,NA,5.98,NA,7.66,NA,12.18,NA,11.24,NA,9.79,NA,5.96,NA,5.95,NA,5.86,NA,9.39,NA,39156.5,NA,NA,93298.7421875,NA,NA,8335.98046875,NA,6504.18017578125,NA,10243.4697265625,NA,8921.0703125,NA,8799.5400390625,NA,8439.4794921875,NA,9825.66015625,NA,9645.9599609375,NA,9567.83984375,NA,8943.5,NA,8349.5400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-DEC-2022",2022-12-13 13:31:24,"2022-12-13","13H 31M 24S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,5,NA,NA,6.87,NA,NA,4.61,NA,6.58,NA,5.11,NA,6.47,NA,10.18,NA,9.34,NA,8.56,NA,5.11,NA,4.89,NA,4.64,NA,5.74,NA,42190.328125,NA,NA,107243.21875,NA,NA,8551.83984375,NA,7406.3203125,NA,11885.0703125,NA,10624.2294921875,NA,9184.080078125,NA,8776.080078125,NA,10399.919921875,NA,10564.1796875,NA,10473.0400390625,NA,10060.740234375,NA,9989.4404296875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-DEC-2022",2022-12-13 10:14:55,"2022-12-13","10H 14M 55S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,16.77,4.83,17.11,21.59,3.66,20.47,30.4,44.77,38.01,41.68,44.09,46.88,43.57,49.93,44.86,42.83,52.13,51.72,17.44,23.82,42.25,46.47,42.88,46.06,44.94,39.41,40.17,45.68,46036.796875,88558.359375,34451,145483.046875,77017.3125,124890,19304.009765625,17178,20633.91015625,18865,16148.759765625,13655,16831.859375,13551,16757.5390625,14595,16362.1591796875,15195,19709.638671875,16908,22176,19845,22806,20197,24261.298828125,21233,29180.900390625,26784,NA,NA,NA,NA,NA,NA,NA,NA
"13-DEC-2022",2022-12-13 09:34:56,"2022-12-13","9H 34M 56S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,18.14,5.14,17.7,17.83,4.05,18.7,35.17,39.09,30.41,36.76,45.99,55.57,46.48,48.17,45.2,46.17,43.28,45.88,27.69,35.71,44.82,48.53,45.16,46.49,38.62,39.22,45.49,39.25,49865.3984375,90718.546875,36796,151845.546875,78802.90625,124399,20783.640625,18628,23480.640625,20524,17147.189453125,13973,17930.33984375,14544,16825.37890625,15042,16919.71875,15382,20298.998046875,17279,22297.099609375,19571,22820,20288,24816.400390625,21597,28691.599609375,25685,NA,NA,NA,NA,NA,NA,NA,NA
"12-DEC-2022",2022-12-12 11:09:44,"2022-12-12","11H 9M 44S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,14.82,4.39,16.45,18.65,3.54,20.63,45.16,45.57,42.62,39.46,58.7,57.22,50.58,52.82,51.44,46.73,48.55,49.53,37.73,34.2,57.22,56.94,56.55,56.6,48.42,46.9,39.45,38.95,50319.8984375,89853.6015625,37083.5,148647.734375,78446.7265625,122307,20131.7099609375,18002.5,24318.1044921875,21272,17212.0498046875,14349,18296.0400390625,15063,16886.8583984375,15209.5,17255.208984375,15685.5,20666.2890625,17925,21899.849609375,19797,22871.7998046875,20427,24764.2490234375,21954,32677.7490234375,29801.5,NA,NA,NA,NA,NA,NA,NA,NA
